date,passengers_thousands,ma_12,mom_pct,yoy_pct,year,month,is_change_outlier
1951-11-01,146,168.0,-9.876543209876543,28.07017543859649,1951,11,False
1951-12-01,166,170.16666666666666,13.698630136986312,18.571428571428573,1951,12,False
1952-01-01,171,172.33333333333334,3.0120481927710774,17.931034482758612,1952,1,False
1952-02-01,180,174.83333333333334,5.263157894736836,19.999999999999996,1952,2,False
1952-03-01,193,176.08333333333334,7.222222222222219,8.426966292134841,1952,3,False
1952-04-01,181,177.58333333333334,-6.217616580310881,11.042944785276077,1952,4,False
1952-05-01,183,178.5,1.104972375690605,6.3953488372092915,1952,5,False
1952-06-01,218,181.83333333333334,19.12568306010929,22.47191011235956,1952,6,False
1952-07-01,230,184.41666666666666,5.504587155963292,15.57788944723617,1952,7,False
1952-08-01,242,188.0,5.217391304347818,21.608040201005018,1952,8,False
1952-09-01,209,190.08333333333334,-13.636363636363635,13.586956521739136,1952,9,False
1952-10-01,191,192.5,-8.61244019138756,17.901234567901227,1952,10,False
1952-11-01,172,194.66666666666666,-9.947643979057597,17.808219178082197,1952,11,False
1952-12-01,194,197.0,12.790697674418606,16.867469879518083,1952,12,False
1953-01-01,196,199.08333333333334,1.0309278350515427,14.619883040935665,1953,1,False
1953-02-01,196,200.41666666666666,0.0,8.888888888888879,1953,2,False
1953-03-01,236,204.0,20.408163265306122,22.27979274611398,1953,3,False
1953-04-01,235,208.5,-0.4237288135593209,29.834254143646397,1953,4,False
1953-05-01,229,212.33333333333334,-2.553191489361706,25.13661202185793,1953,5,False
1953-06-01,243,214.41666666666666,6.113537117903922,11.46788990825689,1953,6,False
1953-07-01,264,217.25,8.64197530864197,14.782608695652177,1953,7,False
1953-08-01,272,219.75,3.0303030303030276,12.396694214876035,1953,8,False
1953-09-01,237,222.08333333333334,-12.867647058823529,13.397129186602875,1953,9,False
1953-10-01,211,223.75,-10.970464135021096,10.471204188481686,1953,10,False
1953-11-01,180,224.41666666666666,-14.691943127962082,4.651162790697683,1953,11,False
1953-12-01,201,225.0,11.66666666666667,3.6082474226804218,1953,12,False
1954-01-01,204,225.66666666666666,1.4925373134328401,4.081632653061229,1954,1,False
1954-02-01,188,225.0,-7.843137254901967,-4.081632653061229,1954,2,False
1954-03-01,235,224.91666666666666,25.0,-0.4237288135593209,1954,3,False
1954-04-01,227,224.25,-3.404255319148941,-3.404255319148941,1954,4,False
1954-05-01,234,224.66666666666666,3.083700440528636,2.183406113537112,1954,5,False
1954-06-01,264,226.41666666666666,12.82051282051282,8.64197530864197,1954,6,False
1954-07-01,302,229.58333333333334,14.393939393939403,14.393939393939403,1954,7,False
1954-08-01,293,231.33333333333334,-2.98013245033113,7.720588235294112,1954,8,False
1954-09-01,259,233.16666666666666,-11.604095563139927,9.282700421940927,1954,9,False
1954-10-01,229,234.66666666666666,-11.583011583011583,8.530805687203792,1954,10,False
1954-11-01,203,236.58333333333334,-11.353711790393017,12.777777777777777,1954,11,False
1954-12-01,229,238.91666666666666,12.807881773399021,13.93034825870647,1954,12,False
1955-01-01,242,242.08333333333334,5.676855895196509,18.627450980392158,1955,1,False
1955-02-01,233,245.83333333333334,-3.7190082644628086,23.93617021276595,1955,2,False
1955-03-01,267,248.5,14.592274678111593,13.617021276595743,1955,3,False
1955-04-01,269,252.0,0.7490636704119868,18.502202643171817,1955,4,False
1955-05-01,270,255.0,0.3717472118959009,15.384615384615374,1955,5,False
1955-06-01,315,259.25,16.666666666666675,19.318181818181813,1955,6,False
1955-07-01,364,264.4166666666667,15.555555555555545,20.529801324503303,1955,7,False
1955-08-01,347,268.9166666666667,-4.670329670329664,18.430034129692842,1955,8,False
1955-09-01,312,273.3333333333333,-10.086455331412104,20.463320463320468,1955,9,False
1955-10-01,274,277.0833333333333,-12.17948717948718,19.65065502183405,1955,10,False
1955-11-01,237,279.9166666666667,-13.503649635036496,16.748768472906406,1955,11,False
1955-12-01,278,284.0,17.29957805907174,21.39737991266375,1955,12,False
1956-01-01,284,287.5,2.158273381294973,17.355371900826455,1956,1,False
1956-02-01,277,291.1666666666667,-2.464788732394363,18.884120171673825,1956,2,False
1956-03-01,317,295.3333333333333,14.440433212996396,18.726591760299627,1956,3,False
1956-04-01,313,299.0,-1.2618296529968487,16.356877323420083,1956,4,False
1956-05-01,318,303.0,1.5974440894568787,17.777777777777782,1956,5,False
1956-06-01,374,307.9166666666667,17.610062893081757,18.73015873015873,1956,6,False
1956-07-01,413,312.0,10.427807486631014,13.461538461538458,1956,7,False
1956-08-01,405,316.8333333333333,-1.937046004842613,16.71469740634006,1956,8,False
1956-09-01,355,320.4166666666667,-12.345679012345679,13.782051282051277,1956,9,False
1956-10-01,306,323.0833333333333,-13.802816901408455,11.678832116788328,1956,10,False
1956-11-01,271,325.9166666666667,-11.43790849673203,14.345991561181437,1956,11,False
1956-12-01,306,328.25,12.915129151291517,10.07194244604317,1956,12,False
1957-01-01,315,330.8333333333333,2.941176470588225,10.915492957746476,1957,1,False
1957-02-01,301,332.8333333333333,-4.444444444444439,8.664259927797824,1957,2,False
1957-03-01,356,336.0833333333333,18.272425249169434,12.302839116719234,1957,3,False
1957-04-01,348,339.0,-2.2471910112359605,11.182108626198083,1957,4,False
1957-05-01,355,342.0833333333333,2.011494252873569,11.635220125786173,1957,5,False
1957-06-01,422,346.0833333333333,18.873239436619716,12.834224598930488,1957,6,False
1957-07-01,465,350.4166666666667,10.18957345971565,12.590799031476996,1957,7,False
1957-08-01,467,355.5833333333333,0.43010752688172893,15.308641975308635,1957,8,False
1957-09-01,404,359.6666666666667,-13.490364025695934,13.802816901408455,1957,9,False
1957-10-01,347,363.0833333333333,-14.10891089108911,13.398692810457513,1957,10,False
1957-11-01,305,365.9166666666667,-12.103746397694525,12.54612546125462,1957,11,False
1957-12-01,336,368.4166666666667,10.163934426229515,9.80392156862746,1957,12,False
1958-01-01,340,370.5,1.1904761904761862,7.9365079365079305,1958,1,False
1958-02-01,318,371.9166666666667,-6.470588235294117,5.6478405315614655,1958,2,False
1958-03-01,362,372.4166666666667,13.83647798742138,1.6853932584269593,1958,3,False
1958-04-01,348,372.4166666666667,-3.8674033149171283,0.0,1958,4,False
1958-05-01,363,373.0833333333333,4.31034482758621,2.2535211267605604,1958,5,False
1958-06-01,435,374.1666666666667,19.834710743801654,3.08056872037914,1958,6,False
1958-07-01,491,376.3333333333333,12.873563218390816,5.591397849462365,1958,7,False
1958-08-01,505,379.5,2.851323828920571,8.13704496788008,1958,8,False
1958-09-01,404,379.5,-19.999999999999996,0.0,1958,9,False
1958-10-01,359,380.5,-11.138613861386137,3.458213256484144,1958,10,False
1958-11-01,310,380.9166666666667,-13.649025069637888,1.6393442622950838,1958,11,False
1958-12-01,337,381.0,8.709677419354843,0.29761904761904656,1958,12,False
1959-01-01,360,382.6666666666667,6.824925816023741,5.882352941176472,1959,1,False
1959-02-01,342,384.6666666666667,-5.000000000000004,7.547169811320753,1959,2,False
1959-03-01,406,388.3333333333333,18.71345029239766,12.154696132596676,1959,3,False
1959-04-01,396,392.3333333333333,-2.463054187192115,13.793103448275868,1959,4,False
1959-05-01,420,397.0833333333333,6.060606060606055,15.702479338842966,1959,5,False
1959-06-01,472,400.1666666666667,12.380952380952381,8.505747126436791,1959,6,False
1959-07-01,548,404.9166666666667,16.10169491525424,11.608961303462317,1959,7,False
1959-08-01,559,409.4166666666667,2.007299270072993,10.693069306930703,1959,8,False
1959-09-01,463,414.3333333333333,-17.17352415026834,14.603960396039595,1959,9,False
1959-10-01,407,418.3333333333333,-12.095032397408211,13.370473537604454,1959,10,False
1959-11-01,362,422.6666666666667,-11.056511056511054,16.774193548387096,1959,11,False
1959-12-01,405,428.3333333333333,11.878453038674031,20.178041543026715,1959,12,False
1960-01-01,417,433.0833333333333,2.9629629629629672,15.833333333333343,1960,1,False
1960-02-01,391,437.1666666666667,-6.235011990407669,14.327485380116967,1960,2,False
1960-03-01,419,438.25,7.161125319693085,3.2019704433497553,1960,3,False
1960-04-01,461,443.6666666666667,10.023866348448696,16.414141414141415,1960,4,False
1960-05-01,472,448.0,2.386117136659438,12.380952380952381,1960,5,False
1960-06-01,535,453.25,13.347457627118642,13.347457627118642,1960,6,False
1960-07-01,622,459.4166666666667,16.26168224299065,13.503649635036496,1960,7,False
1960-08-01,606,463.3333333333333,-2.5723472668810254,8.407871198568873,1960,8,False
1960-09-01,508,467.0833333333333,-16.171617161716167,9.719222462203025,1960,9,False
1960-10-01,461,471.5833333333333,-9.251968503937002,13.267813267813278,1960,10,False
1960-11-01,390,473.9166666666667,-15.401301518438181,7.734806629834257,1960,11,False
1960-12-01,432,476.1666666666667,10.769230769230775,6.666666666666665,1960,12,False
